eligible_voters,voters,CDU,SPD,GRUENE,FDP,AFD,LINKE,SONSTIGE,location_address,location_id,latitude,longitude
1447,940,317,220,109,95,119,40,24,Mediathek,44.8125086.101,49.146099,9.2211768
1229,791,255,197,82,81,84,48,27,Frizhalle,44.8125086.102,49.1401,9.05651
940,657,213,153,69,82,80,25,31,Sonnenberghalle,44.8125086.103,49.1426929,9.210879
850,565,199,133,68,62,52,25,18,Leintalschule,44.8125086.104,49.14296,9.04842
1352,835,306,162,51,92,144,41,27,Verwaltungsstelle Massenbach,44.8125086.201,49.164658,9.063679900000002
1523,1028,372,211,85,129,144,45,35,Grundschule Stetten,44.8125086.301,49.13248,9.01118
693,445,178,77,51,40,60,15,18,Verwaltungsstelle Niederhofen,44.8125086.401,49.112345,8.986182
0,1308,474,287,144,153,143,53,45,Briefwahl Schwaigern,44.8125086.B901,49.14184239999999,9.0589523
1187,705,250,174,41,69,106,28,22,Siegelsbach,45.8125087.101,49.2709654,9.0865483
0,262,96,50,18,33,50,9,6,Briefwahl Siegelsbach,45.8125087.B901,49.2709654,9.0865483
1544,991,303,235,83,90,187,49,32,Gemeinschaftsraum Seniorenwohnanlage,46.8125096.101,49.1426929,9.210879
1423,898,256,272,82,98,117,36,26,Kindergarten Hölderlinstraße,46.8125096.102,49.13474,9.24944
0,550,220,141,39,53,62,20,9,Briefwahl Untereisesheim,46.8125096.B901,49.2096952,9.200001499999999
725,413,115,90,41,37,60,33,26,Rathaus,47.8125102.101,49.142624,9.218359
1075,588,183,122,48,46,105,51,20,Begegnungsstätte Backhaus,47.8125102.102,49.15024,9.28557
942,564,189,129,47,56,102,20,16,"J.-Kerner-Gymnasium, Z. 10",47.8125102.103,49.12036,9.2119701
1905,1132,391,248,123,89,167,54,46,KiGa Stadtseebachtal,47.8125102.104,49.1491847,9.2801552
941,499,123,134,61,42,79,31,19,Hildthalle,47.8125102.105,49.1525308,9.2877887
1115,605,229,124,74,63,67,26,19,"J.-Kerner-Gymnasium, Z. 37",47.8125102.106,49.12036,9.2119701
623,412,159,79,40,31,59,29,10,Verwaltungsstelle Grantschen,47.8125102.207,49.1585644,9.3259935
800,530,222,85,32,87,71,20,7,Verwaltungsstelle Gellmersbach,47.8125102.308,49.15155,9.28932
456,248,106,44,19,15,41,12,7,Verwaltungsstelle Wimmental,47.8125102.409,49.15176,9.2858
0,1726,646,352,179,178,197,83,81,Briefwahl Weinsberg,47.8125102.B901,49.1484633,9.287265699999999
1064,615,234,136,52,34,94,30,26,Widdern,48.8125103.101,49.3163829,9.4155546
260,167,73,35,13,15,18,6,6,Widdern,48.8125103.102,49.3163829,9.4155546
0,227,69,51,25,19,34,9,16,Briefwahl Widdern,48.8125103.B901,49.3163829,9.4155546
378,215,81,41,22,16,35,9,9,Finsterrot,49.8125107.101,49.0895679,9.4938738
816,558,215,104,56,70,65,19,23,Maienfels,49.8125107.102,49.1190854,9.5112069
1264,721,289,144,58,75,86,28,30,Neuhütten,49.8125107.103,49.103138,9.486115999999999
402,223,80,52,13,17,45,10,5,Neulautern,49.8125107.104,49.0603029,9.4322767
415,200,63,51,16,27,26,7,5,Stangenbach,49.8125107.105,49.082771,9.436596
1759,936,381,164,67,95,164,37,19,Wüstenrot,49.8125107.106,49.1434408,9.2181255
209,131,36,34,15,14,19,6,4,Weihenbronn,49.8125107.107,49.0938013,9.476083599999999
0,992,349,223,84,116,145,31,40,Briefwahl Wüstenrot,49.8125107.B901,49.0805879,9.460584500000001
890,505,176,101,53,40,86,22,17,"Affaltrach, Alte Schule",50.8125110.101,49.1182998,9.2017083
1067,684,255,174,62,62,94,20,11,"Affaltrach, Kinderhaus Postwiese",50.8125110.102,49.1388049,9.386089499999999
1317,877,287,184,98,77,146,44,19,"Affaltrach, Rathaus",50.8125110.103,49.1418727,9.218585599999999
1015,566,202,124,47,52,91,16,26,"Willsbach, Kiga Siebenmorgenweg",50.8125110.201,49.1351488,9.3553869
1010,593,162,143,63,58,97,41,24,"Willsbach, Hofwiesenhalle",50.8125110.202,49.1382491,9.3582514
905,615,206,148,57,73,89,19,18,"Willsbach, Karoline-Schnizler-KiGa",50.8125110.203,49.1346278,9.357064399999999
805,531,155,148,34,49,89,28,19,"Eschenau, Rathaus",50.8125110.301,49.1381855,9.4071281
1024,681,229,168,80,72,77,29,22,"Eschenau, Gemeindehalle",50.8125110.302,49.1457902,9.3429821
1301,796,305,213,71,72,82,21,25,"Sülzbach, Gemeindehalle",50.8125110.401,49.1457902,9.3429821
538,332,135,60,36,31,45,12,12,"Weiler, Ortschaftsverwaltung",50.8125110.501,49.1191718,9.3968703
484,292,85,80,25,37,38,12,12,"Eichelberg, Kelter",50.8125110.601,49.1162866,9.406784
0,1860,645,420,216,204,203,80,73,Briefwahl Obersulm,50.8125110.B901,49.13806899999999,9.372016499999999
1222,733,278,138,46,60,146,22,33,Gemeindehalle Gochsen,51.8125111.101,49.2414043,9.364098499999999
1027,660,284,103,53,61,121,8,22,Bürgerhaus Kochersteinsfeld,51.8125111.202,49.2415953,9.4037015
673,417,139,85,20,55,81,14,15,Grundschule Lampoldshausen,51.8125111.303,49.2624806,9.3989345
0,560,211,120,33,47,91,21,31,Briefwahl Hardthausen am Kocher,51.8125111.B901,49.2412526,9.3610194
1631,1080,448,196,56,119,184,33,30,Brettach,52.8125113.101,49.2264044,9.3812822
1136,756,270,142,85,71,122,28,23,Langenbeutingen,52.8125113.202,49.2144647,9.4134346
0,409,144,70,36,43,75,15,22,Briefwahl Langenbrettach,52.8125113.B901,49.2262606,9.379884299999999
